epochs,batch_size,decoder,c1_filters,c2_filters,c1_k,c2_k,learning_rate,tau_grad,scale_grad,threshold,threshold_step,current_decay,voltage_decay,threshold_decay,refractory_decay,dropout,test,train,train_loss,test_loss,train_time,test_time,total_time,stopped,processed_images_train,processed_images_test,error,train_inpt_otspikes,test_inpt_otspikes,train_c1_otspikes,test_c1_otspikes,train_c2_otspikes,test_c2_otspikes,train_a1_otspikes,test_a1_otspikes,train_a2_otspikes,test_a2_otspikes,train_a3_otspikes,test_a3_otspikes,train_d1_otspikes,test_d1_otspikes,train_outpt_otspikes,test_outpt_otspikes,train_accuracy_e0,test_accuracy_e0,train_accuracy_e1,test_accuracy_e1,train_accuracy_e2,test_accuracy_e2,train_accuracy_e3,test_accuracy_e3,train_accuracy_e4,test_accuracy_e4,train_accuracy_e5,test_accuracy_e5,train_accuracy_e6,test_accuracy_e6,train_accuracy_e7,test_accuracy_e7,train_accuracy_e8,test_accuracy_e8,train_accuracy_e9,test_accuracy_e9,train_accuracy_e10,test_accuracy_e10,train_accuracy_e11,test_accuracy_e11,train_accuracy_e12,test_accuracy_e12,train_accuracy_e13,test_accuracy_e13,train_accuracy_e14,test_accuracy_e14,train_accuracy_e15,test_accuracy_e15,train_accuracy_e16,test_accuracy_e16,train_accuracy_e17,test_accuracy_e17,train_accuracy_e18,test_accuracy_e18,train_accuracy_e19,test_accuracy_e19,train_accuracy_e20,test_accuracy_e20,train_accuracy_e21,test_accuracy_e21,train_accuracy_e22,test_accuracy_e22,train_accuracy_e23,test_accuracy_e23,train_accuracy_e24,test_accuracy_e24,train_accuracy_e25,test_accuracy_e25,train_accuracy_e26,test_accuracy_e26,train_accuracy_e27,test_accuracy_e27,train_accuracy_e28,test_accuracy_e28,train_accuracy_e29,test_accuracy_e29,train_accuracy_e30,test_accuracy_e30,train_accuracy_e31,test_accuracy_e31,train_accuracy_e32,test_accuracy_e32,train_accuracy_e33,test_accuracy_e33,train_accuracy_e34,test_accuracy_e34,train_accuracy_e35,test_accuracy_e35,train_accuracy_e36,test_accuracy_e36,train_accuracy_e37,test_accuracy_e37,train_accuracy_e38,test_accuracy_e38,train_accuracy_e39,test_accuracy_e39,train_ot_spikes_class0,test_ot_spikes_class0,train_ot_spikes_class1,test_ot_spikes_class1,train_ot_spikes_class2,test_ot_spikes_class2,train_ot_spikes_class3,test_ot_spikes_class3,train_ot_spikes_class4,test_ot_spikes_class4,train_ot_spikes_class5,test_ot_spikes_class5,train_ot_spikes_class6,test_ot_spikes_class6,train_ot_spikes_class7,test_ot_spikes_class7,train_ot_spikes_class8,test_ot_spikes_class8,train_ot_spikes_class9,test_ot_spikes_class9,train_ot_spikes_class10,test_ot_spikes_class10,constraint_0,parameters,trainable,trainable_zeros,trainable_ones,trainable_95,trainable_05,active_bytes.all.allocated,active_bytes.all.peak,allocated_bytes.all.allocated,allocated_bytes.all.peak,objective,eval_time,start_time,end_time,start_date,end_date,iteration,algorithm,length,trestart,model
13,5,max,26,30,45,25,0.061592653242696645,0.8500407147792118,0.6257000699227688,0.20436124843670544,0.0082755967258448,0.7177053140673216,0.6762928421522421,0.20624509227884916,0.1653278214940724,0.011043730356928745,0.1111111111111111,0.08888888888888889,None,None,491.32412362098694,306.2039260864258,0,True,270,216,0,19765080,15910239,906565,0,0,0,84261723,67980338,3087399,0,0,0,0,0,0,0,0.08888888888888889,0.1111111111111111,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013225058004640355,57753076,57753064,0,0,8,0,110275419091456,9506229248,110275419091456,9506229248,-0.1111111111111111,798.055810213089,20794.850853681564,21592.906663894653,2023-10-12 11:59:09,2023-10-12 12:12:27,0,InitSCBO,1.0,False,-1
12,5,max,9,20,44,8,0.0025584626694499578,0.23075785805093563,0.6256444362919911,0.18612442105641855,0.001234041819796913,0.4699514980353183,0.78866768363292,0.014729586639928183,0.22564417142169074,0.06476327452782298,0.09259259259259259,0.08888888888888889,None,None,389.72866010665894,274.1260063648224,0,True,270,216,0,20015886,15135011,1539847,0,11131906,0,106453474,82201186,5436522,0,25545816,0,0,0,0,0,0.08888888888888889,0.09259259259259259,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013225058004640355,63959897,63959885,0,0,8,0,58562667332096,11394093056,58562667332096,11394093056,-0.09259259259259259,664.4224038124084,21094.26451253891,21758.68691635132,2023-10-12 12:04:08,2023-10-12 12:15:12,0,InitSCBO,1.0,False,-1
2,2,max,19,4,26,16,0.014028432614359147,0.7498596056431989,0.5698080250407723,0.15028138649655368,0.07453749408169955,0.7191932521112566,0.8548408492672672,0.01859725630335567,0.24030634293571035,0.4621359070519819,0.0787037037037037,0.11564625850340136,None,None,430.35237407684326,299.5849094390869,0,True,294,216,0,21530022,16653616,1641020,0,0,0,61726036,47355118,3302892,0,0,0,0,0,0,0,0.11564625850340136,0.0787037037037037,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041067285382830665,16273035,16273023,0,0,8,0,72021351956480,13590288896,72021351956480,13590288896,-0.0787037037037037,730.0959484577179,21036.40379834175,21766.49974679947,2023-10-12 12:03:10,2023-10-12 12:15:20,0,InitSCBO,1.0,False,-1
13,2,max,30,8,6,15,0.001224123569849168,0.5429658623546668,0.6269360671580171,0.6920391869169213,0.1810250935856177,0.5993695701222805,0.3527133444172088,0.06023896574869819,0.211929197741106,0.08445743631882226,0.08796296296296297,0.0782312925170068,None,None,529.6540839672089,312.3680160045624,0,True,294,216,0,22086737,15018296,1700750,0,0,0,75379660,51284258,3229064,0,0,0,0,0,0,0,0.0782312925170068,0.08796296296296297,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041067285382830665,49623458,49623446,0,0,8,0,110828530146304,14472374784,110828530146304,14472374784,-0.08796296296296297,842.4622457027435,21079.93984055519,21922.402086257935,2023-10-12 12:03:54,2023-10-12 12:17:56,0,InitSCBO,1.0,False,-1
12,4,rate,8,36,23,24,0.004887201061578105,0.4139006341528043,0.5459656278213402,0.14442160221546857,0.1893122977265986,0.11263100276262508,0.8255115698657847,0.04902000116903047,0.5702336600128436,0.09785320198948055,0.0787037037037037,0.0946969696969697,None,None,438.1097459793091,330.18945932388306,0,True,264,216,0,18873167,16873478,275771044,234621988,0,0,141013664,126704777,701413209,588230663,0,0,0,0,0,0,0.0946969696969697,0.0787037037037037,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006264501160092806,130236248,130236236,0,4,17,130236177,117190625334784,14498569216,117190625334784,14498569216,-0.0787037037037037,769.4438128471375,21234.063969373703,22003.50778222084,2023-10-12 12:06:28,2023-10-12 12:19:17,0,InitSCBO,1.0,False,-1
4,6,max,21,33,42,20,0.00362765064816507,0.40318400260003284,0.8255757290264679,0.1444061473961354,0.010455291377724513,0.4748863602843777,0.12807015436692007,0.4719361813898723,0.3289122935865387,0.01643647367156847,0.12037037037037036,0.08163265306122448,None,None,507.610458612442,308.3254301548004,0,True,294,216,0,20888737,16292202,41547284,0,0,0,223419054,166694177,66986064,0,0,0,0,0,0,0,0.08163265306122448,0.12037037037037036,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041067285382830665,80798858,80798846,0,0,8,0,88323466316288,12068465664,88323466316288,12068465664,-0.12037037037037036,816.64133644104,21289.78779888153,22106.42913532257,2023-10-12 12:07:24,2023-10-12 12:21:00,0,InitSCBO,1.0,False,-1
3,3,rate,2,28,29,45,0.004578893818517206,0.6260857483688069,0.8351890575254847,0.17223934682889505,0.01968696015512247,0.8714386113041168,0.7213548053484683,0.056897297663682296,0.11195188091700987,0.24435443117078307,0.5046296296296297,0.5342624854819977,None,None,3516.2068593502045,827.1071860790253,0,False,2583,648,0,190874190,47256870,82416767,19114009,771425068,196049478,606504279,151376541,208918336,49630120,1017164240,267004416,3597467,615723,122883,28575,0.25203252032520324,0.3611111111111111,0.3879210220673635,0.5324074074074074,0.5342624854819977,0.5046296296296297,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9689,1836,10677,1318,10340,2263,9891,3299,11139,2234,10481,3005,10519,2928,9951,2088,9885,1814,9643,2504,10095,2368,-0.3,46700118,46700106,0,1,19,46470937,72947341288448,24066391040,72947341288448,24066391040,-0.5046296296296297,4343.73507976532,17809.753977298737,22153.489057064056,2023-10-12 11:09:24,2023-10-12 12:21:47,0,InitSCBO,1.0,False,-1
9,6,max,12,13,5,43,0.001896236113676476,0.39834226312076826,0.8313166730009369,0.7149906063492769,0.10598129803377429,0.8519005276644523,0.8510074115319306,0.2528691672739336,0.10213734373639137,0.01068928557033614,0.08796296296296297,0.08843537414965986,None,None,658.2316451072693,324.7080466747284,0,True,294,216,0,22556855,15888878,132149,0,0,0,42512903,29962048,223016,0,0,0,0,0,0,0,0.08843537414965986,0.08796296296296297,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041067285382830665,46147913,46147901,0,0,8,0,65308963541504,13071663616,65308963541504,13071663616,-0.08796296296296297,983.3962728977203,21227.647780656815,22211.044053554535,2023-10-12 12:06:21,2023-10-12 12:22:45,0,InitSCBO,1.0,False,-1
6,4,rate,6,36,5,24,0.0015950850426522387,0.16423377065082287,0.5945718904823668,0.9482619700122852,0.007814436030633509,0.12853612033308806,0.838160289454259,0.013838448560071272,0.5117535322578585,0.617103431265327,0.1388888888888889,0.09090909090909091,None,None,775.1588244438171,321.7526671886444,0,True,440,216,0,33264417,16137843,265312937,139622220,83598320,108946,260319300,125109718,308577499,194705414,192962475,547233,761101,875946,18668,1817,0.09090909090909091,0.1388888888888889,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1761,45,838,3,1395,441,393,7,712,0,1891,338,2099,113,1736,106,3092,73,1313,194,1214,298,0.002784222737819031,191896946,191896934,0,1,19,191896626,135970279079424,11421140480,135970279079424,11421140480,-0.1388888888888889,1098.5652725696564,21205.389075756073,22303.95434832573,2023-10-12 12:05:59,2023-10-12 12:24:18,0,InitSCBO,1.0,False,-1
2,1,max,10,23,14,9,0.001739868690492034,0.3842930120541067,0.7216277229816622,0.41947939127037337,0.0010802794297796938,0.9283727909945829,0.8690029140612309,0.0204662465593164,0.6718305707451756,0.25776250011854235,0.1111111111111111,0.08013937282229965,None,None,458.3456943035126,305.643586397171,0,True,287,216,0,21395419,15910239,218707,0,333297,0,72887118,54691722,373785,0,621749,0,0,0,0,0,0.08013937282229965,0.1111111111111111,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03294663573085849,137383507,137383495,0,0,8,0,115353969503232,9506229248,115353969503232,9506229248,-0.1111111111111111,765.1861424446106,21592.90749502182,22358.09363746643,2023-10-12 12:12:27,2023-10-12 12:25:12,0,InitSCBO,1.0,False,-1
4,2,max,8,2,11,44,0.008774583002274213,0.35178639819173496,0.5411447509816191,0.5285478551089835,0.0025892818416013573,0.14179449215122988,0.8954637899864719,0.013342566543015688,0.1506989233276189,0.01737292064098978,0.0787037037037037,0.09183673469387756,None,None,472.8738112449646,299.8288142681122,0,True,294,216,0,21270956,16653616,752645,0,0,0,131669856,103462656,2055871,0,0,0,0,0,0,0,0.09183673469387756,0.0787037037037037,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041067285382830665,5953206,5953194,0,0,8,0,73127163911168,13590288896,73127163911168,13590288896,-0.0787037037037037,772.7768681049347,21766.500534772873,22539.277402877808,2023-10-12 12:15:20,2023-10-12 12:28:13,0,InitSCBO,1.0,False,-1
9,2,rate,20,23,22,29,0.00185361633361948,0.1716651355089274,0.6491205600315881,0.12723455500657455,0.05117928944874668,0.886538292795731,0.32853842271309697,0.2666680789508755,0.6236602646037539,0.19298510976155112,0.09259259259259259,0.08503401360544217,None,None,661.3261296749115,309.41747522354126,0,True,294,216,0,21901802,15135011,1587395884,1140755976,0,0,159967944,110562436,2818917074,2103290087,0,0,0,0,0,0,0.08503401360544217,0.09259259259259259,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041067285382830665,75778323,75778311,0,4,20,75778252,62091802892800,11394093056,62091802892800,11394093056,-0.09259259259259259,971.4191818237305,21758.687730789185,22730.106912612915,2023-10-12 12:15:12,2023-10-12 12:31:24,0,InitSCBO,1.0,False,-1
14,5,max,7,12,36,10,0.0038676087305462214,0.15760969610323772,0.9527625451646314,0.7262078032332262,0.027645714672274186,0.9572433132029577,0.11995489380809342,0.024269088518135005,0.6507242706927869,0.027152748628069476,0.08796296296296297,0.07407407407407407,None,None,391.79396390914917,286.6710572242737,0,True,270,216,0,20421680,15888878,7458339,0,11778831,0,163289760,129412172,11468568,0,18398176,0,0,0,0,0,0.07407407407407407,0.08796296296296297,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013225058004640355,44422623,44422611,0,0,8,0,66580375021056,13071663616,66580375021056,13071663616,-0.08796296296296297,678.8748970031738,22211.044902801514,22889.919799804688,2023-10-12 12:22:45,2023-10-12 12:34:04,0,InitSCBO,1.0,False,-1
1,2,rate,33,25,42,33,0.017953208254198227,0.286856902845983,0.7652270223740552,0.19422503985029302,0.04009712572225897,0.8388565762103658,0.3696344123280427,0.012948737152596885,0.2715592904314715,0.0585382816442958,0.08796296296296297,0.09863945578231292,None,None,662.9068241119385,318.19025349617004,0,True,294,216,0,21299388,15018296,406578244,294187182,0,0,93327239,66815541,1104723788,811141006,0,0,0,0,0,0,0.09863945578231292,0.08796296296296297,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041067285382830665,41161367,41161355,0,0,19,41161288,113762039511552,14472374784,113762039511552,14472374784,-0.08796296296296297,981.4715845584869,21922.40289235115,22903.874476909637,2023-10-12 12:17:56,2023-10-12 12:34:18,0,InitSCBO,1.0,False,-1
4,5,max,19,9,39,43,0.003530435598908751,0.30784929152976126,0.9311851057196813,0.13660192576391278,0.08536769621951804,0.46349863048709716,0.8385485565058481,0.04652618394615889,0.40191583786402485,0.7073296958403248,0.08333333333333333,0.0962962962962963,None,None,486.04817247390747,294.38400983810425,0,True,270,216,0,19115390,15752290,6045362,0,0,0,82657093,68181538,10804806,0,0,0,0,0,0,0,0.0962962962962963,0.08333333333333333,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013225058004640355,11443473,11443461,0,0,8,0,74336741873152,24066391040,74336741873152,24066391040,-0.08333333333333333,780.54225730896,22153.48984026909,22934.03209757805,2023-10-12 12:21:47,2023-10-12 12:34:48,0,InitSCBO,1.0,False,-1
12,6,max,33,28,24,20,0.006460861635488502,0.5797534487965387,0.5150636653968719,0.7883592745451695,0.0023245521122302005,0.894265663648852,0.8583242467410118,0.35839480152517206,0.4031430841077571,0.08453502993036432,0.0787037037037037,0.10884353741496598,None,None,626.0348827838898,352.5948486328125,0,True,294,216,0,21179969,16873478,1636783,0,0,0,58035736,45929085,2465243,0,0,0,0,0,0,0,0.10884353741496598,0.0787037037037037,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041067285382830665,108922521,108922509,0,0,8,0,122003256546304,14858319360,122003256546304,14858319360,-0.0787037037037037,979.5861396789551,22003.508591651917,22983.09473133087,2023-10-12 12:19:17,2023-10-12 12:35:37,0,InitSCBO,1.0,False,-1
2,3,max,10,16,25,21,0.029214810406892104,0.13146451925596778,0.5118032707846427,0.5696447315617201,0.0013045809022268877,0.6337222576288861,0.8999367274779488,0.08172312002079102,0.2217775811853226,0.4254062833540624,0.06944444444444445,0.08843537414965986,None,None,443.1719698905945,290.09598445892334,0,True,294,216,0,21470335,16137843,610568,0,0,0,65697720,49348168,1042239,0,0,0,0,0,0,0,0.08843537414965986,0.06944444444444445,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041067285382830665,59275946,59275934,0,0,8,0,138076496950784,11421140480,138076496950784,11421140480,-0.06944444444444445,733.8114314079285,22303.96021795273,23037.771649360657,2023-10-12 12:24:18,2023-10-12 12:36:31,0,InitSCBO,1.0,False,-1
8,2,rate,20,29,16,13,0.014973556576177938,0.18488388766064318,0.9740132211152231,0.8961833871662959,0.014832684310129216,0.7313611196501699,0.5504038713700314,0.016051846321730654,0.10167835190555376,0.06511399861460254,0.8425925925925926,0.8501742160278746,None,None,12755.049736738205,2564.3158712387085,0,False,6888,1728,0,512119120,122897040,2881856231,708560535,4980158366,1148249057,1229127264,298670560,3259584563,812083622,4226376082,998768256,4010697,884839,334724,81225,0.4610917537746806,0.6481481481481481,0.6387921022067363,0.75,0.7479674796747967,0.7962962962962963,0.7955865272938444,0.8333333333333334,0.8072009291521487,0.8009259259259259,0.8304297328687572,0.8425925925925926,0.8455284552845529,0.8055555555555556,0.8501742160278746,0.8425925925925926,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30414,6143,29470,6248,28230,7409,27270,8993,28934,7907,30956,5930,30432,6505,26795,7761,29818,4856,28995,7057,27897,8292,-0.3,154592561,154592549,0,1,3878,152721444,145078617530368,10581583872,145078617530368,10581583872,-0.8425925925925926,15320.713179826736,7733.049843788147,23053.763023614883,2023-10-12 08:21:27,2023-10-12 12:36:48,0,InitSCBO,1.0,False,-1
5,3,max,36,8,29,38,0.07921213551147362,0.3783315600910241,0.61656721158973,0.41304261381578367,0.3555432535751148,0.9767923949697878,0.8848587435360893,0.059915915208292515,0.2505570120300569,0.055185158682179915,0.12037037037037036,0.09523809523809523,None,None,658.2227041721344,351.4742636680603,0,True,294,216,0,21247182,16292202,1362278,0,0,0,38280337,28923547,2395806,0,0,0,0,0,0,0,0.09523809523809523,0.12037037037037036,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041067285382830665,17259344,17259332,0,0,8,0,91539466855424,12068465664,91539466855424,12068465664,-0.12037037037037036,1009.8983070850372,22106.429963588715,23116.328270673752,2023-10-12 12:21:00,2023-10-12 12:37:50,0,InitSCBO,1.0,False,-1
3,2,max,24,20,41,17,0.012796158186081208,0.4096182779298022,0.6645812798614054,0.3832993231431484,0.0804656613580664,0.10597139060327879,0.8826493245904158,0.042100366017744736,0.3410673597065792,0.01589348004688651,0.0787037037037037,0.11564625850340136,None,None,461.4173176288605,307.23281955718994,0,True,294,216,0,21350239,16653616,4505214,0,0,0,157270483,122021964,11713162,0,0,0,0,0,0,0,0.11564625850340136,0.0787037037037037,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041067285382830665,54794072,54794060,0,0,8,0,75890973920768,13590288896,75890973920768,13590288896,-0.0787037037037037,769.1318609714508,22539.278227329254,23308.410088300705,2023-10-12 12:28:13,2023-10-12 12:41:02,0,InitSCBO,1.0,False,-1
8,3,rate,36,9,14,8,0.021440302439595257,0.10189966751173876,0.550747516442278,0.13008912771612646,0.04126210190780122,0.6592151445324165,0.8554448147558071,0.0478153467663137,0.623363123410365,0.7517975527855218,0.09259259259259259,0.09226190476190477,None,None,577.0290536880493,307.557772397995,0,True,336,216,0,25088172,15135011,1391544463,886013339,861241948,500370272,113258344,69103111,1858141637,1936017326,659893950,566509144,7946495,5158786,6662,0,0.09226190476190477,0.09259259259259259,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,196,0,275,0,352,0,672,0,994,0,0,0,922,0,646,0,899,0,952,0,575,0,0.04338747099767981,54788201,54788189,0,1,17,36660465,67498925130752,11394093056,67498925130752,11394093056,-0.09259259259259259,885.0805361270905,22730.10774755478,23615.18828368187,2023-10-12 12:31:24,2023-10-12 12:46:09,0,InitSCBO,1.0,False,-1
4,4,rate,9,16,6,32,0.014225872634195242,0.4387979645331316,0.8356843713596233,0.7441635648062994,0.007063331976069999,0.690906056908272,0.8729656238789274,0.018659787600885505,0.1019799342172864,0.014090889852885837,0.08796296296296297,0.07196969696969698,None,None,430.0270595550537,295.04898381233215,0,True,264,216,0,18277335,15018296,6115122,5046065,0,0,38600021,31779349,9973913,8311878,0,0,0,0,0,0,0.07196969696969698,0.08796296296296297,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006264501160092806,71006397,71006385,0,4,17,71006166,116033120565248,14472374784,116033120565248,14472374784,-0.08796296296296297,725.700573682785,22903.87527489662,23629.575848579407,2023-10-12 12:34:18,2023-10-12 12:46:23,0,InitSCBO,1.0,False,-1
